caller_file,caller,callee_file,callee,count,cross_file
token.c,new_prop_string,editprop.c,my_strdup2,3,1
token.c,print_vhdl_primitive,editprop.c,dbg,3,1
token.c,print_vhdl_primitive,actions.c,get_sym_name,3,1
token.c,print_vhdl_primitive,editprop.c,strboolcmp,3,1
token.c,print_vhdl_primitive,token.c,net_name,3,0
token.c,subst_token,editprop.c,my_free,3,1
token.c,subst_token,editprop.c,my_snprintf,3,1
token.c,print_verilog_param,editprop.c,my_strdup,3,1
token.c,has_included_subcircuit,editprop.c,my_strtok_r,3,1
token.c,print_spice_subckt_nodes,editprop.c,strboolcmp,3,1
token.c,print_spectre_subckt_nodes,editprop.c,strboolcmp,3,1
token.c,print_spice_element,actions.c,get_sym_name,3,1
token.c,print_spice_element,token.c,net_name,3,0
token.c,print_spice_element,editprop.c,my_itoa,3,1
token.c,print_spectre_element,actions.c,get_sym_name,3,1
token.c,print_spectre_element,token.c,net_name,3,0
token.c,print_spectre_element,editprop.c,my_itoa,3,1
token.c,print_tedax_element,token.c,sanitize,3,0
token.c,print_tedax_element,token.c,translate,3,0
token.c,print_tedax_element,editprop.c,dbg,3,1
token.c,print_tedax_element,token.c,find_nth,3,0
token.c,print_verilog_primitive,editprop.c,dbg,3,1
token.c,print_verilog_primitive,actions.c,get_sym_name,3,1
token.c,print_verilog_primitive,token.c,net_name,3,0
token.c,translate,actions.c,get_sym_name,3,1
token.c,translate,netlist.c,prepare_netlist_structs,3,1
token.c,translate,editprop.c,dtoa,3,1
token.c,translate,editprop.c,my_strdup,3,1
token.c,translate2,token.c,get_tok_value,3,0
token.c,translate3,editprop.c,my_strdup2,3,1
verilog_netlist.c,global_verilog_netlist,select.c,unselect_all,3,1
verilog_netlist.c,global_verilog_netlist,actions.c,remove_symbols,3,1
verilog_netlist.c,global_verilog_netlist,save.c,pop_undo,3,1
verilog_netlist.c,global_verilog_netlist,scheduler.c,tcleval,3,1
verilog_netlist.c,global_verilog_netlist,scheduler.c,tclvareval,3,1
verilog_netlist.c,verilog_block_netlist,editprop.c,my_snprintf,3,1
vhdl_netlist.c,vhdl_netlist,netlist.c,skip_instance,3,1
vhdl_netlist.c,global_vhdl_netlist,select.c,unselect_all,3,1
vhdl_netlist.c,global_vhdl_netlist,actions.c,remove_symbols,3,1
vhdl_netlist.c,global_vhdl_netlist,save.c,pop_undo,3,1
vhdl_netlist.c,global_vhdl_netlist,actions.c,get_additional_symbols,3,1
vhdl_netlist.c,global_vhdl_netlist,scheduler.c,tcleval,3,1
vhdl_netlist.c,global_vhdl_netlist,scheduler.c,tclvareval,3,1
vhdl_netlist.c,vhdl_block_netlist,editprop.c,my_snprintf,3,1
vhdl_netlist.c,vhdl_block_netlist,actions.c,get_additional_symbols,3,1
xinit.c,compare_schematics,token.c,tcl_hook2,3,1
xinit.c,compare_schematics,select.c,set_first_sel,3,1
xinit.c,xwin_exit,scheduler.c,tcleval,3,1
xinit.c,build_colors,scheduler.c,tclresult,3,1
xinit.c,set_clip_mask,draw.c,XSetClipRectangles,3,1
xinit.c,toggle_fullscreen,scheduler.c,tclsetvar,3,1
xinit.c,toggle_fullscreen,scheduler.c,tclgetboolvar,3,1
xinit.c,source_tcl_file,scheduler.c,tclresult,3,1
xinit.c,swap_tabs,actions.c,set_modify,3,1
xinit.c,create_new_window,editprop.c,my_strncpy,3,1
xinit.c,create_new_window,scheduler.c,tcleval,3,1
xinit.c,create_new_tab,editprop.c,my_snprintf,3,1
xinit.c,create_new_tab,scheduler.c,tcleval,3,1
xinit.c,create_new_tab,editprop.c,my_strncpy,3,1
xinit.c,destroy_tab,scheduler.c,tclvareval,3,1
xinit.c,destroy_all_tabs,scheduler.c,tclvareval,3,1
xinit.c,Tcl_AppInit,scheduler.c,tclresult,3,1
xinit.c,Tcl_AppInit,editprop.c,my_free,3,1
xinit.c,Tcl_AppInit,editprop.c,my_calloc,3,1
actions.c,get_text_floater,token.c,get_tok_value,2,1
actions.c,get_text_floater,editprop.c,my_strdup2,2,1
actions.c,get_text_floater,token.c,translate,2,1
actions.c,set_modify,editprop.c,dbg,2,1
actions.c,set_modify,scheduler.c,tclresult,2,1
actions.c,set_modify,scheduler.c,tcleval,2,1
actions.c,escape_chars,editprop.c,my_realloc,2,1
actions.c,set_snap,scheduler.c,tclvareval,2,1
actions.c,set_grid,scheduler.c,tclvareval,2,1
actions.c,set_netlist_dir,editprop.c,my_snprintf,2,1
actions.c,new_xschem_process,editprop.c,dbg,2,1
actions.c,new_xschem_process,editprop.c,my_strncpy,2,1
actions.c,save,scheduler.c,tclresult,2,1
actions.c,save,save.c,save_schematic,2,1
actions.c,saveas,editprop.c,my_snprintf,2,1
actions.c,ask_new_file,scheduler.c,tcleval,2,1
actions.c,ask_new_file,editprop.c,my_snprintf,2,1
actions.c,ask_new_file,scheduler.c,tclresult,2,1
actions.c,ask_new_file,editprop.c,dbg,2,1
actions.c,remove_symbol,editprop.c,dbg,2,1
actions.c,remove_symbols,editprop.c,dbg,2,1
actions.c,set_sym_flags,editprop.c,my_strdup2,2,1
actions.c,set_inst_flags,editprop.c,my_strdup2,2,1
actions.c,set_inst_flags,editprop.c,dbg,2,1
actions.c,clear_drawing,spice_netlist.c,int_hash_free,2,1
actions.c,clear_partial_selected_wires,move.c,rebuild_selected_array,2,1
actions.c,connect_by_kissing,move.c,rebuild_selected_array,2,1
actions.c,connect_by_kissing,netlist.c,get_square,2,1
actions.c,connect_by_kissing,clip.c,touch,2,1
actions.c,connect_by_kissing,save.c,push_undo,2,1
actions.c,connect_by_kissing,editprop.c,my_snprintf,2,1
actions.c,connect_by_kissing,store.c,storeobject,2,1
actions.c,unselect_partial_sel_wires,netlist.c,get_square,2,1
actions.c,unselect_partial_sel_wires,clip.c,touch,2,1
actions.c,unselect_partial_sel_wires,select.c,select_wire,2,1
actions.c,attach_labels_to_inst,token.c,get_tok_value,2,1
actions.c,delete_files,editprop.c,my_snprintf,2,1
actions.c,delete_files,actions.c,abs_sym_path,2,0
actions.c,place_symbol,scheduler.c,tclresult,2,1
actions.c,place_symbol,scheduler.c,tclvareval,2,1
actions.c,place_symbol,token.c,match_symbol,2,1
actions.c,place_symbol,token.c,hash_names,2,1
actions.c,place_symbol,editprop.c,my_strdup,2,1
actions.c,place_symbol,token.c,subst_token,2,1
actions.c,symbol_in_new_window,actions.c,abs_sym_path,2,0
actions.c,symbol_in_new_window,actions.c,new_xschem_process,2,0
actions.c,symbol_in_new_window,xinit.c,new_schematic,2,1
actions.c,copy_hierarchy_data,xinit.c,get_tab_or_window_number,2,1
actions.c,schematic_in_new_window,actions.c,new_xschem_process,2,0
actions.c,schematic_in_new_window,xinit.c,new_schematic,2,1
actions.c,launcher,scheduler.c,tcleval,2,1
actions.c,launcher,token.c,translate3,2,1
actions.c,launcher,scheduler.c,tclvareval,2,1
actions.c,launcher,scheduler.c,tclresult,2,1
actions.c,get_sym_name,token.c,get_cell,2,1
actions.c,get_sym_name,actions.c,abs_sym_path,2,0
actions.c,toggle_ignore,save.c,push_undo,2,1
actions.c,toggle_ignore,token.c,get_tok_value,2,1
actions.c,toggle_ignore,editprop.c,strboolcmp,2,1
actions.c,toggle_ignore,actions.c,set_modify,2,0
actions.c,get_additional_symbols,editprop.c,my_mstrcat,2,1
actions.c,get_sch_from_sym,token.c,get_tok_value,2,1
actions.c,get_sch_from_sym,token.c,tcl_hook2,2,1
actions.c,get_sch_from_sym,token.c,is_generator,2,1
actions.c,get_sch_from_sym,scheduler.c,tclvareval,2,1
actions.c,get_sch_from_sym,scheduler.c,tclresult,2,1
actions.c,get_sch_from_sym,editprop.c,my_free,2,1
actions.c,descend_schematic,editprop.c,my_strncpy,2,1
actions.c,descend_schematic,scheduler.c,tcleval,2,1
actions.c,descend_schematic,scheduler.c,tclresult,2,1
actions.c,descend_schematic,netlist.c,prepare_netlist_structs,2,1
actions.c,descend_schematic,token.c,get_tok_value,2,1
actions.c,descend_schematic,token.c,find_nth,2,1
actions.c,descend_schematic,editprop.c,my_strcat,2,1
actions.c,descend_schematic,scheduler.c,tclgetboolvar,2,1
actions.c,go_back,editprop.c,dbg,2,1
actions.c,go_back,scheduler.c,tclresult,2,1
actions.c,clear_schematic,netlist.c,set_tcl_netlist_type,2,1
actions.c,clear_schematic,editprop.c,my_free,2,1
actions.c,clear_schematic,editprop.c,my_mstrcat,2,1
actions.c,clear_schematic,editprop.c,my_strncpy,2,1
actions.c,clear_schematic,actions.c,set_modify,2,0
actions.c,calc_drawing_bbox,scheduler.c,tclgetboolvar,2,1
actions.c,calc_drawing_bbox,hilight.c,bus_hilight_hash_lookup,2,1
actions.c,new_wire,draw.c,drawtemp_manhattanline,2,1
actions.c,change_layer,store.c,storeobject,2,1
actions.c,new_arc,draw.c,arc_3_points,2,1
actions.c,new_arc,draw.c,drawtemparc,2,1
actions.c,new_line,draw.c,drawtemp_manhattanline,2,1
actions.c,new_rect,draw.c,drawtemprect,2,1
actions.c,new_polygon,editprop.c,my_realloc,2,1
actions.c,new_polygon,editprop.c,my_free,2,1
actions.c,place_text,editprop.c,dbg,2,1
actions.c,select_rect,scheduler.c,tclgetboolvar,2,1
actions.c,select_rect,select.c,select_inside,2,1
actions.c,select_rect,select.c,select_touch,2,1
actions.c,select_rect,move.c,draw_selection,2,1
callback.c,waves_selected,scheduler.c,tclgetboolvar,2,1
callback.c,redraw_w_a_l_r_p_z_rubbers,actions.c,new_wire,2,1
callback.c,start_wire,actions.c,new_wire,2,1
callback.c,backannotate_at_cursor_b_pos,token.c,get_tok_value,2,1
callback.c,waves_callback,draw.c,find_closest_wave,2,1
callback.c,waves_callback,draw.c,edit_wave_attributes,2,1
callback.c,waves_callback,editprop.c,my_strncpy,2,1
callback.c,waves_callback,scheduler.c,tcleval,2,1
callback.c,waves_callback,save.c,extra_rawfile,2,1
callback.c,waves_callback,save.c,get_raw_value,2,1
callback.c,end_place_move_copy_zoom,scheduler.c,tclgetboolvar,2,1
callback.c,end_place_move_copy_zoom,actions.c,new_wire,2,1
callback.c,end_place_move_copy_zoom,actions.c,new_line,2,1
callback.c,draw_crosshair,scheduler.c,tclgetintvar,2,1
callback.c,draw_crosshair,callback.c,draw_crosshair_shape,2,0
callback.c,snapped_wire,findnet.c,find_closest_net_or_symbol_pin,2,1
callback.c,snapped_wire,actions.c,my_round,2,1
callback.c,check_menu_start_commands,check.c,break_wires_at_point,2,1
callback.c,check_menu_start_commands,callback.c,snapped_wire,2,0
callback.c,check_menu_start_commands,scheduler.c,tcleval,2,1
callback.c,check_menu_start_commands,actions.c,new_arc,2,1
callback.c,edit_polygon_point,editprop.c,dbg,2,1
callback.c,edit_polygon_point,save.c,push_undo,2,1
callback.c,edit_polygon_point,move.c,move_objects,2,1
callback.c,context_menu_action,move.c,move_objects,2,1
callback.c,context_menu_action,move.c,rebuild_selected_array,2,1
callback.c,context_menu_action,save.c,save_selection,2,1
callback.c,context_menu_action,select.c,delete,2,1
callback.c,context_menu_action,editprop.c,edit_property,2,1
callback.c,context_menu_action,actions.c,new_arc,2,1
callback.c,end_shape_point_edit,actions.c,my_round,2,1
callback.c,handle_enter_notify,scheduler.c,tclvareval,2,1
callback.c,handle_key_press,hilight.c,logic_set,2,1
callback.c,handle_key_press,paste.c,merge_file,2,1
callback.c,handle_key_press,save.c,save_selection,2,1
callback.c,handle_key_press,actions.c,new_arc,2,1
callback.c,handle_key_press,actions.c,go_back,2,1
callback.c,handle_key_press,actions.c,zoom_full,2,1
callback.c,handle_key_press,actions.c,set_snap,2,1
callback.c,handle_key_press,actions.c,symbol_in_new_window,2,1
callback.c,handle_key_press,callback.c,start_place_symbol,2,0
callback.c,handle_key_press,actions.c,ask_new_file,2,1
callback.c,handle_key_press,scheduler.c,tclsetdoublevar,2,1
callback.c,handle_key_press,actions.c,new_polygon,2,1
callback.c,handle_key_press,callback.c,snapped_wire,2,0
callback.c,handle_key_press,xinit.c,new_schematic,2,1
callback.c,handle_key_press,save.c,pop_undo,2,1
callback.c,handle_key_press,check.c,trim_wires,2,1
callback.c,handle_key_press,callback.c,start_wire,2,0
callback.c,handle_key_press,select.c,delete,2,1
callback.c,handle_key_press,move.c,draw_selection,2,1
callback.c,handle_key_press,actions.c,round_to_n_digits,2,1
callback.c,handle_key_press,token.c,check_unique_names,2,1
callback.c,handle_key_press,check.c,break_wires_at_pins,2,1
callback.c,handle_button_press,select.c,select_connected_nets,2,1
callback.c,handle_button_press,check.c,break_wires_at_point,2,1
callback.c,handle_button_press,scheduler.c,tclgetvar,2,1
callback.c,handle_button_press,move.c,rebuild_selected_array,2,1
callback.c,handle_button_press,callback.c,add_wire_from_wire,2,0
callback.c,handle_button_press,callback.c,add_wire_from_inst,2,0
callback.c,handle_button_press,select.c,unselect_all,2,1
callback.c,handle_button_press,findnet.c,find_closest_obj,2,1
callback.c,handle_button_press,move.c,move_objects,2,1
callback.c,handle_button_press,hilight.c,redraw_hilights,2,1
callback.c,handle_button_release,editprop.c,dbg,2,1
callback.c,handle_button_release,callback.c,end_place_move_copy_zoom,2,0
callback.c,handle_button_release,actions.c,launcher,2,1
callback.c,handle_button_release,select.c,unselect_all,2,1
callback.c,handle_button_release,select.c,select_object,2,1
callback.c,handle_button_release,move.c,rebuild_selected_array,2,1
callback.c,handle_button_release,scheduler.c,tcleval,2,1
callback.c,handle_button_release,actions.c,select_rect,2,1
callback.c,handle_window_switching,editprop.c,my_strncpy,2,1
callback.c,callback,scheduler.c,tclresult,2,1
callback.c,callback,actions.c,my_round,2,1
check.c,update_conn_cues,hash_iterator.c,init_wire_iterator,2,1
check.c,update_conn_cues,hash_iterator.c,wire_iterator_next,2,1
check.c,trim_wires,netlist.c,hash_wires,2,1
check.c,trim_wires,editprop.c,my_strdup,2,1
check.c,trim_wires,editprop.c,my_realloc,2,1
check.c,trim_wires,clip.c,touch,2,1
check.c,closest_point_calculation,actions.c,my_round,2,1
check.c,break_wires_at_point,editprop.c,my_strdup,2,1
check.c,break_wires_at_pins,move.c,rebuild_selected_array,2,1
check.c,break_wires_at_pins,netlist.c,get_square,2,1
check.c,break_wires_at_pins,clip.c,touch,2,1
check.c,break_wires_at_pins,store.c,check_wire_storage,2,1
check.c,break_wires_at_pins,netlist.c,hash_wire,2,1
draw.c,print_image,scheduler.c,tclresult,2,1
draw.c,print_image,editprop.c,my_snprintf,2,1
draw.c,draw_string,editprop.c,my_expand,2,1
draw.c,draw_string,scheduler.c,tclgetintvar,2,1
draw.c,draw_string,actions.c,text_bbox,2,1
draw.c,draw_string,draw.c,textclip,2,0
draw.c,draw_string,draw.c,cairo_draw_string_line,2,0
draw.c,draw_string,scheduler.c,tclgetdoublevar,2,1
draw.c,draw_temp_string,editprop.c,my_free,2,1
draw.c,draw_symbol,editprop.c,my_malloc,2,1
draw.c,draw_symbol,editprop.c,my_strdup2,2,1
draw.c,draw_temp_symbol,editprop.c,dbg,2,1
draw.c,draw_temp_symbol,draw.c,drawtempline,2,0
draw.c,draw_temp_symbol,editprop.c,my_malloc,2,1
draw.c,draw_temp_symbol,editprop.c,my_strdup2,2,1
draw.c,drawtempline,draw.c,MyXCopyAreaDouble,2,0
draw.c,drawtemparc,draw.c,arc_bbox,2,0
draw.c,drawtemparc,clip.c,rectclip,2,1
draw.c,filledarc,draw.c,arc_bbox,2,0
draw.c,filledarc,clip.c,rectclip,2,1
draw.c,drawarc,clip.c,rectclip,2,1
draw.c,filledrect,clip.c,rectclip,2,1
draw.c,drawpolygon,draw.c,drawbezier,2,0
draw.c,drawrect,clip.c,rectclip,2,1
draw.c,drawtemprect,clip.c,rectclip,2,1
draw.c,axis_increment,editprop.c,dbg,2,1
draw.c,get_bus_idx_array,editprop.c,dbg,2,1
draw.c,get_bus_idx_array,editprop.c,my_strtok_r,2,1
draw.c,graph_fullxzoom,draw.c,sch_waves_loaded,2,0
draw.c,graph_fullxzoom,editprop.c,dbg,2,1
draw.c,graph_fullxzoom,save.c,get_raw_value,2,1
draw.c,graph_fullxzoom,editprop.c,mylog10,2,1
draw.c,graph_fullxzoom,editprop.c,my_strdup,2,1
draw.c,graph_fullxzoom,token.c,subst_token,2,1
draw.c,graph_fullxzoom,editprop.c,dtoa,2,1
draw.c,graph_fullyzoom,draw.c,sch_waves_loaded,2,0
draw.c,graph_fullyzoom,editprop.c,my_strtok_r,2,1
draw.c,graph_fullyzoom,scheduler.c,tclvareval,2,1
draw.c,graph_fullyzoom,save.c,get_raw_index,2,1
draw.c,graph_fullyzoom,editprop.c,mylog10,2,1
draw.c,graph_fullyzoom,editprop.c,dtoa,2,1
draw.c,draw_graph_bus_points,draw.c,set_thick_waves,2,0
draw.c,draw_graph_bus_points,editprop.c,my_strncpy,2,1
draw.c,draw_graph_bus_points,draw.c,draw_string,2,0
draw.c,draw_graph_points,editprop.c,dbg,2,1
draw.c,draw_graph_points,draw.c,set_thick_waves,2,0
draw.c,draw_graph_grid,draw.c,axis_increment,2,0
draw.c,draw_graph_grid,draw.c,axis_start,2,0
draw.c,draw_graph_grid,editprop.c,mylog10,2,1
draw.c,setup_graph_data,editprop.c,dbg,2,1
draw.c,setup_graph_data,draw.c,get_unit,2,0
draw.c,draw_cursor_difference,editprop.c,mylog10,2,1
draw.c,draw_cursor_difference,draw.c,drawline,2,0
draw.c,draw_hcursor_difference,editprop.c,mylog10,2,1
draw.c,draw_hcursor_difference,draw.c,drawline,2,0
draw.c,draw_graph_variables,editprop.c,my_free,2,1
draw.c,show_node_measures,editprop.c,dbg,2,1
draw.c,show_node_measures,token.c,find_nth,2,1
draw.c,show_node_measures,editprop.c,my_snprintf,2,1
draw.c,show_node_measures,editprop.c,my_free,2,1
draw.c,calc_custom_data_yrange,save.c,plot_raw_custom_data,2,1
draw.c,find_closest_wave,editprop.c,my_strtok_r,2,1
draw.c,find_closest_wave,save.c,get_raw_index,2,1
draw.c,find_closest_wave,scheduler.c,tclvareval,2,1
draw.c,find_closest_wave,editprop.c,my_strdup,2,1
draw.c,find_closest_wave,draw.c,sch_waves_loaded,2,0
draw.c,find_closest_wave,editprop.c,mylog10,2,1
draw.c,draw_graph,editprop.c,atof_eng,2,1
draw.c,draw_graph,draw.c,clear_cairo_surface,2,0
draw.c,draw_graph,scheduler.c,tclvareval,2,1
draw.c,draw_graph,editprop.c,my_strdup,2,1
draw.c,draw_graph,save.c,get_raw_index,2,1
draw.c,draw_graph,hilight.c,hilight_graph_node,2,1
draw.c,draw_graph,draw.c,draw_graph_bus_points,2,0
draw.c,draw_graph,save.c,plot_raw_custom_data,2,1
draw.c,draw_graph,draw.c,draw_graph_points,2,0
draw.c,draw_graph,draw.c,draw_cursor,2,0
draw.c,draw_graph,draw.c,draw_hcursor,2,0
draw.c,draw_graph_all,editprop.c,dbg,2,1
draw.c,draw_graph_all,select.c,bbox,2,1
draw.c,edit_image,token.c,get_tok_value,2,1
draw.c,edit_image,editprop.c,my_free,2,1
draw.c,get_surface_from_file,draw.c,my_memmem,2,0
draw.c,get_surface_from_b64data,draw.c,my_memmem,2,0
draw.c,get_surface_from_b64data,editprop.c,dbg,2,1
draw.c,svg_embedded_graph,actions.c,save_restore_zoom,2,1
draw.c,svg_embedded_graph,xinit.c,resetwin,2,1
draw.c,svg_embedded_graph,draw.c,setup_graph_data,2,0
draw.c,svg_embedded_graph,draw.c,draw_graph,2,0
draw.c,svg_embedded_graph,editprop.c,my_free,2,1
draw.c,draw,scheduler.c,tclgetdoublevar,2,1
draw.c,draw,scheduler.c,tclgetintvar,2,1
draw.c,draw,draw.c,clear_cairo_surface,2,0
draw.c,draw,draw.c,drawarc,2,0
draw.c,draw,netlist.c,skip_wire,2,1
draw.c,draw,xinit.c,change_linewidth,2,1
editprop.c,my_strndup,editprop.c,dbg,2,0
editprop.c,my_expand,editprop.c,my_strcat2,2,0
editprop.c,my_mstrcat,editprop.c,dbg,2,0
editprop.c,my_realloc,editprop.c,dbg,2,0
editprop.c,my_free,editprop.c,dbg,2,0
editprop.c,my_strncpy,editprop.c,dbg,2,0
editprop.c,set_inst_prop,editprop.c,my_strdup,2,0
editprop.c,edit_rect_property,editprop.c,my_strdup,2,0
editprop.c,edit_rect_property,scheduler.c,tclsetvar,2,1
editprop.c,edit_line_property,editprop.c,my_strdup,2,0
editprop.c,edit_line_property,scheduler.c,tclsetvar,2,1
editprop.c,edit_line_property,token.c,get_tok_value,2,1
editprop.c,edit_wire_property,editprop.c,my_strdup,2,0
editprop.c,edit_wire_property,scheduler.c,tclsetvar,2,1
editprop.c,edit_arc_property,editprop.c,my_strdup,2,0
editprop.c,edit_arc_property,scheduler.c,tclsetvar,2,1
editprop.c,edit_polygon_property,editprop.c,my_strdup,2,0
editprop.c,edit_polygon_property,scheduler.c,tclsetvar,2,1
editprop.c,edit_text_property,editprop.c,my_snprintf,2,0
editprop.c,edit_text_property,actions.c,get_text_floater,2,1
editprop.c,edit_text_property,token.c,subst_token,2,1
editprop.c,drc_check,editprop.c,my_strdup,2,0
editprop.c,drc_check,editprop.c,dbg,2,0
editprop.c,update_symbol,token.c,subst_token,2,1
editprop.c,update_symbol,select.c,symbol_bbox,2,1
editprop.c,update_symbol,token.c,translate,2,1
editprop.c,edit_symbol_property,scheduler.c,tclresult,2,1
editprop.c,edit_symbol_property,editprop.c,dbg,2,0
editprop.c,change_elem_order,scheduler.c,tclgetvar,2,1
editprop.c,change_elem_order,save.c,push_undo,2,1
editprop.c,str_replace,editprop.c,dbg,2,0
editprop.c,edit_property,move.c,rebuild_selected_array,2,1
editprop.c,edit_property,actions.c,set_modify,2,1
editprop.c,edit_property,editprop.c,edit_symbol_property,2,0
findnet.c,find_closest_polygon,editprop.c,strboolcmp,2,1
findnet.c,find_closest_polygon,token.c,get_tok_value,2,1
findnet.c,find_closest_element,editprop.c,dbg,2,1
hilight.c,inst_hilight_hash_lookup,editprop.c,my_snprintf,2,1
hilight.c,bus_hilight_hash_lookup,hilight.c,hilight_hash_lookup,2,0
hilight.c,copy_hilights,editprop.c,my_strdup2,2,1
hilight.c,hilight_graph_node,editprop.c,dbg,2,1
hilight.c,hilight_graph_node,hilight.c,hier_hilight_hash_lookup,2,0
hilight.c,hilight_graph_node,editprop.c,my_free,2,1
hilight.c,set_rawfile_for_bespice,scheduler.c,tcleval,2,1
hilight.c,set_rawfile_for_bespice,editprop.c,my_strncpy,2,1
hilight.c,set_rawfile_for_bespice,scheduler.c,tclresult,2,1
hilight.c,create_plot_cmd,editprop.c,my_snprintf,2,1
hilight.c,create_plot_cmd,scheduler.c,tclgetvar,2,1
hilight.c,create_plot_cmd,editprop.c,my_strdup2,2,1
hilight.c,create_plot_cmd,editprop.c,strtolower,2,1
hilight.c,create_plot_cmd,editprop.c,strtoupper,2,1
hilight.c,hilight_parent_pins,editprop.c,my_strdup,2,1
hilight.c,hilight_parent_pins,editprop.c,my_free,2,1
hilight.c,hilight_child_pins,editprop.c,my_strdup,2,1
hilight.c,hilight_child_pins,editprop.c,my_strtok_r,2,1
hilight.c,hilight_child_pins,editprop.c,my_free,2,1
hilight.c,win_regexec,scheduler.c,tclvareval,2,1
hilight.c,search,editprop.c,my_strdup,2,1
hilight.c,search,hilight.c,bus_hilight_hash_lookup,2,0
hilight.c,search,editprop.c,my_free,2,1
hilight.c,drill_hilight,token.c,net_name,2,1
hilight.c,drill_hilight,hilight.c,bus_hilight_hash_lookup,2,0
hilight.c,send_net_to_bespice,editprop.c,my_free,2,1
hilight.c,send_net_to_graph,editprop.c,my_snprintf,2,1
hilight.c,send_net_to_graph,editprop.c,my_strcat,2,1
hilight.c,send_net_to_graph,editprop.c,my_free,2,1
hilight.c,send_net_to_gaw,editprop.c,strtolower,2,1
hilight.c,send_net_to_gaw,scheduler.c,tclvareval,2,1
hilight.c,send_net_to_gaw,editprop.c,my_free,2,1
hilight.c,send_current_to_bespice,editprop.c,my_free,2,1
hilight.c,send_current_to_graph,editprop.c,strtolower,2,1
hilight.c,send_current_to_graph,editprop.c,my_snprintf,2,1
hilight.c,send_current_to_graph,editprop.c,my_strcat,2,1
hilight.c,send_current_to_graph,editprop.c,my_free,2,1
hilight.c,send_current_to_gaw,editprop.c,strtolower,2,1
hilight.c,send_current_to_gaw,scheduler.c,tclvareval,2,1
hilight.c,send_current_to_gaw,editprop.c,my_free,2,1
hilight.c,propagate_hilights,editprop.c,dbg,2,1
hilight.c,propagate_hilights,hilight.c,bus_hilight_hash_lookup,2,0
hilight.c,create_simdata,editprop.c,my_realloc,2,1
hilight.c,create_simdata,editprop.c,my_strdup,2,1
hilight.c,logic_set,actions.c,calc_drawing_bbox,2,1
hilight.c,hilight_net,scheduler.c,tcleval,2,1
hilight.c,hilight_net,hilight.c,bus_hilight_hash_lookup,2,0
hilight.c,hilight_net,hilight.c,send_net_to_graph,2,0
hilight.c,hilight_net,hilight.c,send_net_to_gaw,2,0
hilight.c,hilight_net,hilight.c,send_net_to_bespice,2,0
hilight.c,unhilight_net,hilight.c,bus_hilight_hash_lookup,2,0
hilight.c,resolved_net,netlist.c,record_global_node,2,1
hilight.c,draw_hilight_net,draw.c,filledarc,2,1
hilight.c,draw_hilight_net,draw.c,draw_symbol,2,1
hilight.c,print_hilight_net,save.c,open_tmpfile,2,1
hilight.c,print_hilight_net,editprop.c,my_strdup,2,1
hilight.c,print_hilight_net,scheduler.c,tclgetvar,2,1
hilight.c,print_hilight_net,scheduler.c,tclsetvar,2,1
in_memory_undo.c,free_undo_lines,editprop.c,my_free,2,1
in_memory_undo.c,free_undo_rects,editprop.c,my_free,2,1
in_memory_undo.c,free_undo_arcs,editprop.c,my_free,2,1
in_memory_undo.c,free_undo_wires,editprop.c,my_free,2,1
main.c,sig_handler,token.c,get_cell,2,1
main.c,main,editprop.c,my_strdup,2,1
move.c,flip_rotate_ellipse,editprop.c,my_snprintf,2,1
move.c,flip_rotate_ellipse,editprop.c,my_strdup2,2,1
move.c,flip_rotate_ellipse,token.c,subst_token,2,1
move.c,update_symbol_bboxes,editprop.c,dbg,2,1
move.c,draw_selection,editprop.c,my_malloc,2,1
move.c,draw_selection,editprop.c,my_free,2,1
move.c,draw_selection,actions.c,my_round,2,1
move.c,update_attached_floaters,editprop.c,str_replace,2,1
move.c,copy_objects,move.c,rebuild_selected_array,2,0
move.c,copy_objects,editprop.c,my_malloc,2,1
move.c,copy_objects,token.c,hash_names,2,1
move.c,move_objects,actions.c,my_round,2,1
move.c,move_objects,draw.c,set_text_custom_font,2,1
move.c,move_objects,editprop.c,my_expand,2,1
move.c,move_objects,actions.c,get_text_floater,2,1
move.c,move_objects,scheduler.c,tclgetintvar,2,1
move.c,move_objects,actions.c,text_bbox,2,1
move.c,move_objects,editprop.c,my_free,2,1
netlist.c,hash_inst_pin,token.c,get_tok_value,2,1
netlist.c,netlist_options,editprop.c,my_strdup,2,1
netlist.c,netlist_options,scheduler.c,tclsetvar,2,1
netlist.c,record_global_node,editprop.c,my_realloc,2,1
netlist.c,get_unnamed_node,editprop.c,dbg,2,1
netlist.c,name_generics,editprop.c,dbg,2,1
netlist.c,name_generics,node_hash.c,bus_node_hash_lookup,2,1
netlist.c,signal_short,hilight.c,bus_hilight_hash_lookup,2,1
netlist.c,signal_short,scheduler.c,tclgetboolvar,2,1
netlist.c,signal_short,hilight.c,incr_hilight_color,2,1
netlist.c,set_inst_node,node_hash.c,bus_node_hash_lookup,2,1
netlist.c,set_inst_node,token.c,get_tok_value,2,1
netlist.c,wirecheck,netlist.c,skip_wire,2,0
netlist.c,wirecheck,netlist.c,name_attached_inst_to_net,2,0
netlist.c,wirecheck,editprop.c,my_strdup,2,1
netlist.c,name_attached_nets,editprop.c,my_strdup,2,1
netlist.c,find_pass_through_symbols,editprop.c,my_calloc,2,1
netlist.c,find_pass_through_symbols,editprop.c,dbg,2,1
